paper_id,declared_replacement_levels_pct,replacement_min_pct,replacement_max_pct,material_type,source_material,processing_method,processing_parameters,sio2_pct,activation_method,w_b_ratio,fe2o3_pct,al2o3_pct,pozzolanic_reactivity,cao_pct,mgo_pct,k2o_pct,mechanical_activation_method,amorphous_content_pct,activation_parameters,na2o_pct,specific_gravity,loi_pct,xrd_phases,other_reported_oxides,mineral_composition,thermal_treatment_temperature,replacement_pct,age_days,compressive_strength_mpa
P001,"7, 10, 15",7.0,15.0,"Rice Husk Ash (RHA), RHA-650-60",Rice husks from North of Iran,controlled,Temperature of 650 °C and 60 minutes burning time,89.61,thermal,0.5,0.22,0.04,high,0.91,0.42,1.58,,90.0,Temperature of 650 °C and 60 minutes burning time,0.07,2.15,5.91,Quartz,"P2O5: 0.41, TiO2: 0.02",Quartz,650.0,7.0,56.0,52.5
P001,"7, 10, 15",7.0,15.0,"Rice Husk Ash (RHA), RHA-650-60",Rice husks from North of Iran,controlled,Temperature of 650 °C and 60 minutes burning time,89.61,thermal,0.5,0.22,0.04,high,0.91,0.42,1.58,,90.0,Temperature of 650 °C and 60 minutes burning time,0.07,2.15,5.91,Quartz,"P2O5: 0.41, TiO2: 0.02",Quartz,650.0,7.0,90.0,54.5
P050,"0, 5, 7.5, 10, 12.5, 15",0.0,15.0,Rice Husk Ash (RHA),Rice husk / Paddy,Burning of husk in boiler or ferrocement furnace,Temperature around 500800°C for 24 hours; air ducts provided to control temperature and reduce carbon content,85.0,thermal,0.4,,,"Pozzolanic behavior depends upon silica crystallization phase, silica content, size, and surface area of ash",,,,,85.0,"Controlled burning at 500800°C for 24 hours, cooled to ~52°C after 24 hours and ~25°C after 48 hours",,2.3,,,,,650.0,7.5,7.0,28.3
P057,"0, 5, 7.5, 10, 12.5, 15",0.0,15.0,Rice Husk Ash (RHA),Rice husk,Burning / Incineration,Burning temperature below 1440,91.432222,,,0.402222,1.007778,Active pozzolanic material,0.83,0.4375,2.154444,,,,0.111429,,5.17,,P2O5: ND; 0.48; ND; ND; 0.67; ND; 0.8; 2.43; ND TiO2: ND; 0.17; ND; ND; ND; ND; ND; ND; 0.16,,,7.5,7.0,28.3
P062,"0, 5, 7.5, 10, 12.5, 15",0.0,15.0,Rice husk ash (RHA),Rice husk,Charring in a ferrocation oven or boilers with air pipes/electrical ventilators,"Burned at about 50°-800°C for 24 h, around 52°C after 24 h, and around 25°C after 48 h",86.94,,0.39,0.1,0.2,high,1.25,0.4,2.225,,,,0.45,2.3,,,,Non crystalline,,7.5,7.0,28.5
P070,"0, 2.5, 5, 7.5, 10",0.0,10.0,Rice Husk Ash (RHA) / RHA,Rice field / Rice husk,Natural combusting process,Uncontrolled burning temperature and time; sieved through No. 50 sieve,,,0.4,,,,,,,,,,,2.24,,,,,,7.5,7.0,31.05
P070,"0, 2.5, 5, 7.5, 10",0.0,10.0,Rice Husk Ash (RHA) / RHA,Rice field / Rice husk,Natural combusting process,Uncontrolled burning temperature and time; sieved through No. 50 sieve,,,0.4,,,,,,,,,,,2.24,,,,,,7.5,14.0,38.71
P050,"0, 5, 7.5, 10, 12.5, 15",0.0,15.0,Rice Husk Ash (RHA),Rice husk / Paddy,Burning of husk in boiler or ferrocement furnace,Temperature around 500800°C for 24 hours; air ducts provided to control temperature and reduce carbon content,85.0,thermal,0.4,,,"Pozzolanic behavior depends upon silica crystallization phase, silica content, size, and surface area of ash",,,,,85.0,"Controlled burning at 500800°C for 24 hours, cooled to ~52°C after 24 hours and ~25°C after 48 hours",,2.3,,,,,650.0,7.5,28.0,42.45
P057,"0, 5, 7.5, 10, 12.5, 15",0.0,15.0,Rice Husk Ash (RHA),Rice husk,Burning / Incineration,Burning temperature below 1440,91.432222,,,0.402222,1.007778,Active pozzolanic material,0.83,0.4375,2.154444,,,,0.111429,,5.17,,P2O5: ND; 0.48; ND; ND; 0.67; ND; 0.8; 2.43; ND TiO2: ND; 0.17; ND; ND; ND; ND; ND; ND; 0.16,,,7.5,28.0,42.45
P062,"0, 5, 7.5, 10, 12.5, 15",0.0,15.0,Rice husk ash (RHA),Rice husk,Charring in a ferrocation oven or boilers with air pipes/electrical ventilators,"Burned at about 50°-800°C for 24 h, around 52°C after 24 h, and around 25°C after 48 h",86.94,,0.39,0.1,0.2,high,1.25,0.4,2.225,,,,0.45,2.3,,,,Non crystalline,,7.5,28.0,43.45
P070,"0, 2.5, 5, 7.5, 10",0.0,10.0,Rice Husk Ash (RHA) / RHA,Rice field / Rice husk,Natural combusting process,Uncontrolled burning temperature and time; sieved through No. 50 sieve,,,0.4,,,,,,,,,,,2.24,,,,,,7.5,28.0,40.65
P070,"0, 2.5, 5, 7.5, 10",0.0,10.0,Rice Husk Ash (RHA) / RHA,Rice field / Rice husk,Natural combusting process,Uncontrolled burning temperature and time; sieved through No. 50 sieve,,,0.4,,,,,,,,,,,2.24,,,,,,7.5,91.0,48.79
P059,"8, 10, 12",8.0,12.0,Rice husk ash (RHA),Rice plant / Rice husk,Recalcination and Grinding,"Recalcination: 10°C/min heating rate, step 1 at 350°C for 3 h, step 2 at 600°C for 3 h; Grinding: Tumbling ball mill (300 rpm, 30 min) for RHA20; Vibratory mill (5 min) for RHA14; Vibratory mill (1 h) for RHA7",89.85,both,0.36,0.86,4.79,high,0.79,,1.38,Tumbling ball mill; Vibratory mill,87.133333,"Thermal: 350°C for 3 h then 600°C for 3 h; Mechanical: Tumbling ball mill for 30 min, Vibratory mill for 5 min or 1 h",,2.44,0.53,"Amorphous silica, Quartz",P2O5: 0.22; MnO: 0.24,Quartz,475.0,8.0,3.0,50.47
P059,"8, 10, 12",8.0,12.0,Rice husk ash (RHA),Rice plant / Rice husk,Recalcination and Grinding,"Recalcination: 10°C/min heating rate, step 1 at 350°C for 3 h, step 2 at 600°C for 3 h; Grinding: Tumbling ball mill (300 rpm, 30 min) for RHA20; Vibratory mill (5 min) for RHA14; Vibratory mill (1 h) for RHA7",89.85,both,0.36,0.86,4.79,high,0.79,,1.38,Tumbling ball mill; Vibratory mill,87.133333,"Thermal: 350°C for 3 h then 600°C for 3 h; Mechanical: Tumbling ball mill for 30 min, Vibratory mill for 5 min or 1 h",,2.44,0.53,"Amorphous silica, Quartz",P2O5: 0.22; MnO: 0.24,Quartz,475.0,8.0,3.0,55.51
P059,"8, 10, 12",8.0,12.0,Rice husk ash (RHA),Rice plant / Rice husk,Recalcination and Grinding,"Recalcination: 10°C/min heating rate, step 1 at 350°C for 3 h, step 2 at 600°C for 3 h; Grinding: Tumbling ball mill (300 rpm, 30 min) for RHA20; Vibratory mill (5 min) for RHA14; Vibratory mill (1 h) for RHA7",89.85,both,0.36,0.86,4.79,high,0.79,,1.38,Tumbling ball mill; Vibratory mill,87.133333,"Thermal: 350°C for 3 h then 600°C for 3 h; Mechanical: Tumbling ball mill for 30 min, Vibratory mill for 5 min or 1 h",,2.44,0.53,"Amorphous silica, Quartz",P2O5: 0.22; MnO: 0.24,Quartz,475.0,8.0,7.0,54.29
P059,"8, 10, 12",8.0,12.0,Rice husk ash (RHA),Rice plant / Rice husk,Recalcination and Grinding,"Recalcination: 10°C/min heating rate, step 1 at 350°C for 3 h, step 2 at 600°C for 3 h; Grinding: Tumbling ball mill (300 rpm, 30 min) for RHA20; Vibratory mill (5 min) for RHA14; Vibratory mill (1 h) for RHA7",89.85,both,0.36,0.86,4.79,high,0.79,,1.38,Tumbling ball mill; Vibratory mill,87.133333,"Thermal: 350°C for 3 h then 600°C for 3 h; Mechanical: Tumbling ball mill for 30 min, Vibratory mill for 5 min or 1 h",,2.44,0.53,"Amorphous silica, Quartz",P2O5: 0.22; MnO: 0.24,Quartz,475.0,8.0,7.0,62.05
P059,"8, 10, 12",8.0,12.0,Rice husk ash (RHA),Rice plant / Rice husk,Recalcination and Grinding,"Recalcination: 10°C/min heating rate, step 1 at 350°C for 3 h, step 2 at 600°C for 3 h; Grinding: Tumbling ball mill (300 rpm, 30 min) for RHA20; Vibratory mill (5 min) for RHA14; Vibratory mill (1 h) for RHA7",89.85,both,0.36,0.86,4.79,high,0.79,,1.38,Tumbling ball mill; Vibratory mill,87.133333,"Thermal: 350°C for 3 h then 600°C for 3 h; Mechanical: Tumbling ball mill for 30 min, Vibratory mill for 5 min or 1 h",,2.44,0.53,"Amorphous silica, Quartz",P2O5: 0.22; MnO: 0.24,Quartz,475.0,8.0,28.0,62.53
P059,"8, 10, 12",8.0,12.0,Rice husk ash (RHA),Rice plant / Rice husk,Recalcination and Grinding,"Recalcination: 10°C/min heating rate, step 1 at 350°C for 3 h, step 2 at 600°C for 3 h; Grinding: Tumbling ball mill (300 rpm, 30 min) for RHA20; Vibratory mill (5 min) for RHA14; Vibratory mill (1 h) for RHA7",89.85,both,0.36,0.86,4.79,high,0.79,,1.38,Tumbling ball mill; Vibratory mill,87.133333,"Thermal: 350°C for 3 h then 600°C for 3 h; Mechanical: Tumbling ball mill for 30 min, Vibratory mill for 5 min or 1 h",,2.44,0.53,"Amorphous silica, Quartz",P2O5: 0.22; MnO: 0.24,Quartz,475.0,8.0,28.0,67.68
P059,"8, 10, 12",8.0,12.0,Rice husk ash (RHA),Rice plant / Rice husk,Recalcination and Grinding,"Recalcination: 10°C/min heating rate, step 1 at 350°C for 3 h, step 2 at 600°C for 3 h; Grinding: Tumbling ball mill (300 rpm, 30 min) for RHA20; Vibratory mill (5 min) for RHA14; Vibratory mill (1 h) for RHA7",89.85,both,0.36,0.86,4.79,high,0.79,,1.38,Tumbling ball mill; Vibratory mill,87.133333,"Thermal: 350°C for 3 h then 600°C for 3 h; Mechanical: Tumbling ball mill for 30 min, Vibratory mill for 5 min or 1 h",,2.44,0.53,"Amorphous silica, Quartz",P2O5: 0.22; MnO: 0.24,Quartz,475.0,8.0,91.0,68.59
P059,"8, 10, 12",8.0,12.0,Rice husk ash (RHA),Rice plant / Rice husk,Recalcination and Grinding,"Recalcination: 10°C/min heating rate, step 1 at 350°C for 3 h, step 2 at 600°C for 3 h; Grinding: Tumbling ball mill (300 rpm, 30 min) for RHA20; Vibratory mill (5 min) for RHA14; Vibratory mill (1 h) for RHA7",89.85,both,0.36,0.86,4.79,high,0.79,,1.38,Tumbling ball mill; Vibratory mill,87.133333,"Thermal: 350°C for 3 h then 600°C for 3 h; Mechanical: Tumbling ball mill for 30 min, Vibratory mill for 5 min or 1 h",,2.44,0.53,"Amorphous silica, Quartz",P2O5: 0.22; MnO: 0.24,Quartz,475.0,8.0,91.0,72.24
P015,"0, 10, 20, 30",0.0,30.0,"Rice husk ash (RHA), ground RHA, non-ground RHA, residual rice husk ash (RHA)",Rice husk / Rice husk pellets,Incineration / burning of rice husk pellets in a boiler followed by ball mill grinding,Burning temperature: 600800,91.0,mechanical,0.35,0.41,0.35,Water requirement of non-ground RHA mortar: 117%; Water requirement of ground RHA mortar: 110%,,0.81,3.21,Ball mill grinding,,Grinding duration: 1 h (60 min),0.08,2.06,8.5,Mostly amorphous silica and partially crystalline silica (Cristobalite high-SiO2),P2O5: 0.98,Cristobalite high-SiO2,700.0,10.0,1.0,16.0
P015,"0, 10, 20, 30",0.0,30.0,"Rice husk ash (RHA), ground RHA, non-ground RHA, residual rice husk ash (RHA)",Rice husk / Rice husk pellets,Incineration / burning of rice husk pellets in a boiler followed by ball mill grinding,Burning temperature: 600800,91.0,mechanical,0.35,0.41,0.35,Water requirement of non-ground RHA mortar: 117%; Water requirement of ground RHA mortar: 110%,,0.81,3.21,Ball mill grinding,,Grinding duration: 1 h (60 min),0.08,2.06,8.5,Mostly amorphous silica and partially crystalline silica (Cristobalite high-SiO2),P2O5: 0.98,Cristobalite high-SiO2,700.0,10.0,1.0,27.0
P015,"0, 10, 20, 30",0.0,30.0,"Rice husk ash (RHA), ground RHA, non-ground RHA, residual rice husk ash (RHA)",Rice husk / Rice husk pellets,Incineration / burning of rice husk pellets in a boiler followed by ball mill grinding,Burning temperature: 600800,91.0,mechanical,0.35,0.41,0.35,Water requirement of non-ground RHA mortar: 117%; Water requirement of ground RHA mortar: 110%,,0.81,3.21,Ball mill grinding,,Grinding duration: 1 h (60 min),0.08,2.06,8.5,Mostly amorphous silica and partially crystalline silica (Cristobalite high-SiO2),P2O5: 0.98,Cristobalite high-SiO2,700.0,10.0,1.0,41.0
P029,"10, 20, 30",10.0,30.0,Rice husk ash (RHA),Rice husks,Burning of rice husks,Burning temperature for RHA12 was slightly lower by approximately 50°C than for RHA8,91.31,mechanical,0.5375,0.215,0.155,low,0.995,0.42,1.475,Ball mill grinding,43.126667,Grinding in a lab ball mill,390.0,,4.835,"Cristobalite, SiO2","Moisture: RHA8 0.01, RHA12 0.01 (% by mass); P2O5: RHA8 0.74, RHA12 0.51 (% by mass); Cl: RHA8 910.00, RHA12 410.00 (ppm)",Cristobalite,,10.0,2.0,21.0
P001,"7, 10, 15",7.0,15.0,"Rice Husk Ash (RHA), RHA-650-60",Rice husks from North of Iran,controlled,Temperature of 650 °C and 60 minutes burning time,89.61,thermal,0.5,0.22,0.04,high,0.91,0.42,1.58,,90.0,Temperature of 650 °C and 60 minutes burning time,0.07,2.15,5.91,Quartz,"P2O5: 0.41, TiO2: 0.02",Quartz,650.0,10.0,3.0,20.0
P002,"10, 20, 30",10.0,30.0,rice husk ash (RHA) / RHA passing #200 and #325 sieves,"rice husk, an agro-waste material / local market",Burning and grinding in a ball mill,Burning duration: 24 h; Ventilation: top and bottom; Grinding: ball mill; Sieving: over #200 and #325 sieves,80.0,both,0.314286,0.41,3.93,,3.82,0.25,1.45,Ball mill grinding,,Grinding time: 90 min; Burning temperature: 400-700°C,0.67,2.11,8.56,,,Crystalline structure,550.0,10.0,3.0,46.2
P002,"10, 20, 30",10.0,30.0,rice husk ash (RHA) / RHA passing #200 and #325 sieves,"rice husk, an agro-waste material / local market",Burning and grinding in a ball mill,Burning duration: 24 h; Ventilation: top and bottom; Grinding: ball mill; Sieving: over #200 and #325 sieves,80.0,both,0.314286,0.41,3.93,,3.82,0.25,1.45,Ball mill grinding,,Grinding time: 90 min; Burning temperature: 400-700°C,0.67,2.11,8.56,,,Crystalline structure,550.0,10.0,3.0,47.0
P015,"0, 10, 20, 30",0.0,30.0,"Rice husk ash (RHA), ground RHA, non-ground RHA, residual rice husk ash (RHA)",Rice husk / Rice husk pellets,Incineration / burning of rice husk pellets in a boiler followed by ball mill grinding,Burning temperature: 600800,91.0,mechanical,0.35,0.41,0.35,Water requirement of non-ground RHA mortar: 117%; Water requirement of ground RHA mortar: 110%,,0.81,3.21,Ball mill grinding,,Grinding duration: 1 h (60 min),0.08,2.06,8.5,Mostly amorphous silica and partially crystalline silica (Cristobalite high-SiO2),P2O5: 0.98,Cristobalite high-SiO2,700.0,10.0,3.0,26.0
P015,"0, 10, 20, 30",0.0,30.0,"Rice husk ash (RHA), ground RHA, non-ground RHA, residual rice husk ash (RHA)",Rice husk / Rice husk pellets,Incineration / burning of rice husk pellets in a boiler followed by ball mill grinding,Burning temperature: 600800,91.0,mechanical,0.35,0.41,0.35,Water requirement of non-ground RHA mortar: 117%; Water requirement of ground RHA mortar: 110%,,0.81,3.21,Ball mill grinding,,Grinding duration: 1 h (60 min),0.08,2.06,8.5,Mostly amorphous silica and partially crystalline silica (Cristobalite high-SiO2),P2O5: 0.98,Cristobalite high-SiO2,700.0,10.0,3.0,47.0
P015,"0, 10, 20, 30",0.0,30.0,"Rice husk ash (RHA), ground RHA, non-ground RHA, residual rice husk ash (RHA)",Rice husk / Rice husk pellets,Incineration / burning of rice husk pellets in a boiler followed by ball mill grinding,Burning temperature: 600800,91.0,mechanical,0.35,0.41,0.35,Water requirement of non-ground RHA mortar: 117%; Water requirement of ground RHA mortar: 110%,,0.81,3.21,Ball mill grinding,,Grinding duration: 1 h (60 min),0.08,2.06,8.5,Mostly amorphous silica and partially crystalline silica (Cristobalite high-SiO2),P2O5: 0.98,Cristobalite high-SiO2,700.0,10.0,3.0,59.0
P018,"0, 5, 10, 15, 20, 30",0.0,30.0,Rice Husk Ash (RHA),Rice husk from Vietnam,controlled,"Vibrating ball mill grinding time: 30 min (for 9 µm), 60 min (for 6.3 µm), 90 min (for 5.6 µm); Planetary ball mill grinding time: 3 h (for 3.6 µm).",91.32,mechanical,0.19,,,high,,,,Ball milling (vibrating ball mill / planetary ball mill),87.96,,,,3.81,Amorphous,,,,10.0,3.0,134.5
P028,"0, 5, 10, 15, 20, 25, 30",0.0,30.0,Rice Husk Ash (RHA),Rice Husk,controlled,,83.6,,,0.64,0.76,,0.84,0.4,,,,,,,14.2,,Particles retained on 45 micron IS sieves (Wet Sieving): 27.13,,,10.0,3.0,22.0
P059,"8, 10, 12",8.0,12.0,Rice husk ash (RHA),Rice plant / Rice husk,Recalcination and Grinding,"Recalcination: 10°C/min heating rate, step 1 at 350°C for 3 h, step 2 at 600°C for 3 h; Grinding: Tumbling ball mill (300 rpm, 30 min) for RHA20; Vibratory mill (5 min) for RHA14; Vibratory mill (1 h) for RHA7",89.85,both,0.36,0.86,4.79,high,0.79,,1.38,Tumbling ball mill; Vibratory mill,87.133333,"Thermal: 350°C for 3 h then 600°C for 3 h; Mechanical: Tumbling ball mill for 30 min, Vibratory mill for 5 min or 1 h",,2.44,0.53,"Amorphous silica, Quartz",P2O5: 0.22; MnO: 0.24,Quartz,475.0,10.0,3.0,50.9
P001,"7, 10, 15",7.0,15.0,"Rice Husk Ash (RHA), RHA-650-60",Rice husks from North of Iran,controlled,Temperature of 650 °C and 60 minutes burning time,89.61,thermal,0.5,0.22,0.04,high,0.91,0.42,1.58,,90.0,Temperature of 650 °C and 60 minutes burning time,0.07,2.15,5.91,Quartz,"P2O5: 0.41, TiO2: 0.02",Quartz,650.0,10.0,7.0,30.5
P002,"10, 20, 30",10.0,30.0,rice husk ash (RHA) / RHA passing #200 and #325 sieves,"rice husk, an agro-waste material / local market",Burning and grinding in a ball mill,Burning duration: 24 h; Ventilation: top and bottom; Grinding: ball mill; Sieving: over #200 and #325 sieves,80.0,both,0.314286,0.41,3.93,,3.82,0.25,1.45,Ball mill grinding,,Grinding time: 90 min; Burning temperature: 400-700°C,0.67,2.11,8.56,,,Crystalline structure,550.0,10.0,7.0,32.9
P002,"10, 20, 30",10.0,30.0,rice husk ash (RHA) / RHA passing #200 and #325 sieves,"rice husk, an agro-waste material / local market",Burning and grinding in a ball mill,Burning duration: 24 h; Ventilation: top and bottom; Grinding: ball mill; Sieving: over #200 and #325 sieves,80.0,both,0.314286,0.41,3.93,,3.82,0.25,1.45,Ball mill grinding,,Grinding time: 90 min; Burning temperature: 400-700°C,0.67,2.11,8.56,,,Crystalline structure,550.0,10.0,7.0,35.7
P002,"10, 20, 30",10.0,30.0,rice husk ash (RHA) / RHA passing #200 and #325 sieves,"rice husk, an agro-waste material / local market",Burning and grinding in a ball mill,Burning duration: 24 h; Ventilation: top and bottom; Grinding: ball mill; Sieving: over #200 and #325 sieves,80.0,both,0.314286,0.41,3.93,,3.82,0.25,1.45,Ball mill grinding,,Grinding time: 90 min; Burning temperature: 400-700°C,0.67,2.11,8.56,,,Crystalline structure,550.0,10.0,7.0,56.0
P002,"10, 20, 30",10.0,30.0,rice husk ash (RHA) / RHA passing #200 and #325 sieves,"rice husk, an agro-waste material / local market",Burning and grinding in a ball mill,Burning duration: 24 h; Ventilation: top and bottom; Grinding: ball mill; Sieving: over #200 and #325 sieves,80.0,both,0.314286,0.41,3.93,,3.82,0.25,1.45,Ball mill grinding,,Grinding time: 90 min; Burning temperature: 400-700°C,0.67,2.11,8.56,,,Crystalline structure,550.0,10.0,7.0,61.0
P010,"5, 10, 15, 20",5.0,20.0,Rice husk ash (RHA),Rice husk,controlled,Incineration temperature < 700 °C; Sieving through 150 µm and 33 µm; Grinding in Los Angeles mill for 30 min and 180 min,87.86,mechanical,0.4,0.93,0.68,high,1.3,0.35,2.37,Los Angeles mill grinding,95.0,Grinded using Los Angeles mill,0.12,,,,,,700.0,10.0,7.0,25.1
P015,"0, 10, 20, 30",0.0,30.0,"Rice husk ash (RHA), ground RHA, non-ground RHA, residual rice husk ash (RHA)",Rice husk / Rice husk pellets,Incineration / burning of rice husk pellets in a boiler followed by ball mill grinding,Burning temperature: 600800,91.0,mechanical,0.35,0.41,0.35,Water requirement of non-ground RHA mortar: 117%; Water requirement of ground RHA mortar: 110%,,0.81,3.21,Ball mill grinding,,Grinding duration: 1 h (60 min),0.08,2.06,8.5,Mostly amorphous silica and partially crystalline silica (Cristobalite high-SiO2),P2O5: 0.98,Cristobalite high-SiO2,700.0,10.0,7.0,37.0
P015,"0, 10, 20, 30",0.0,30.0,"Rice husk ash (RHA), ground RHA, non-ground RHA, residual rice husk ash (RHA)",Rice husk / Rice husk pellets,Incineration / burning of rice husk pellets in a boiler followed by ball mill grinding,Burning temperature: 600800,91.0,mechanical,0.35,0.41,0.35,Water requirement of non-ground RHA mortar: 117%; Water requirement of ground RHA mortar: 110%,,0.81,3.21,Ball mill grinding,,Grinding duration: 1 h (60 min),0.08,2.06,8.5,Mostly amorphous silica and partially crystalline silica (Cristobalite high-SiO2),P2O5: 0.98,Cristobalite high-SiO2,700.0,10.0,7.0,41.0
P015,"0, 10, 20, 30",0.0,30.0,"Rice husk ash (RHA), ground RHA, non-ground RHA, residual rice husk ash (RHA)",Rice husk / Rice husk pellets,Incineration / burning of rice husk pellets in a boiler followed by ball mill grinding,Burning temperature: 600800,91.0,mechanical,0.35,0.41,0.35,Water requirement of non-ground RHA mortar: 117%; Water requirement of ground RHA mortar: 110%,,0.81,3.21,Ball mill grinding,,Grinding duration: 1 h (60 min),0.08,2.06,8.5,Mostly amorphous silica and partially crystalline silica (Cristobalite high-SiO2),P2O5: 0.98,Cristobalite high-SiO2,700.0,10.0,7.0,62.0
P016,"0, 5, 10, 15",0.0,15.0,Rice Husk Ash,Rice Husk,Burning / Incineration,,82.5,,0.355,,,high,,,,,,,,2.27,,,,,,10.0,7.0,34.12
P016,"0, 5, 10, 15",0.0,15.0,Rice Husk Ash,Rice Husk,Burning / Incineration,,82.5,,0.355,,,high,,,,,,,,2.27,,,,,,10.0,7.0,38.4
P018,"0, 5, 10, 15, 20, 30",0.0,30.0,Rice Husk Ash (RHA),Rice husk from Vietnam,controlled,"Vibrating ball mill grinding time: 30 min (for 9 µm), 60 min (for 6.3 µm), 90 min (for 5.6 µm); Planetary ball mill grinding time: 3 h (for 3.6 µm).",91.32,mechanical,0.19,,,high,,,,Ball milling (vibrating ball mill / planetary ball mill),87.96,,,,3.81,Amorphous,,,,10.0,7.0,152.0
P023,"0, 10, 20, 30, 40",0.0,40.0,Rice Husk Ash (RHA),Rice husk,Furnace burning and grinding,Cooled inside furnace for about 24 hours; Grinding using a Los Angeles machine,75.0,,0.38,0.78,1.29,,3.3,0.22,1.5,,,,0.4,2.53,3.67,,Moisture contents: 2.15 %; MnO: 0.2 %; P2O5: 0.59 %; Total SiO2 + Fe2O3 + Al2O3: 77.58 %,,,10.0,7.0,18.0
P023,"0, 10, 20, 30, 40",0.0,40.0,Rice Husk Ash (RHA),Rice husk,Furnace burning and grinding,Cooled inside furnace for about 24 hours; Grinding using a Los Angeles machine,75.0,,0.38,0.78,1.29,,3.3,0.22,1.5,,,,0.4,2.53,3.67,,Moisture contents: 2.15 %; MnO: 0.2 %; P2O5: 0.59 %; Total SiO2 + Fe2O3 + Al2O3: 77.58 %,,,10.0,7.0,20.0
P025,"10, 20, 25",10.0,25.0,Rice Husk Ash (RHA),Rice Husk,controlled,Burnt for approximately 48hrs; Temperature in the range of 400-600°C; Sieved through BS standard sieve size 75µm; Grey colour,,,,,,,,,,,,,,1.536667,,,,,,10.0,7.0,12.0
P028,"0, 5, 10, 15, 20, 25, 30",0.0,30.0,Rice Husk Ash (RHA),Rice Husk,controlled,,83.6,,,0.64,0.76,,0.84,0.4,,,,,,,14.2,,Particles retained on 45 micron IS sieves (Wet Sieving): 27.13,,,10.0,7.0,36.0
P029,"10, 20, 30",10.0,30.0,Rice husk ash (RHA),Rice husks,Burning of rice husks,Burning temperature for RHA12 was slightly lower by approximately 50°C than for RHA8,91.31,mechanical,0.5375,0.215,0.155,low,0.995,0.42,1.475,Ball mill grinding,43.126667,Grinding in a lab ball mill,390.0,,4.835,"Cristobalite, SiO2","Moisture: RHA8 0.01, RHA12 0.01 (% by mass); P2O5: RHA8 0.74, RHA12 0.51 (% by mass); Cl: RHA8 910.00, RHA12 410.00 (ppm)",Cristobalite,,10.0,7.0,33.8
P031,"0, 5, 10, 15, 20, 25",0.0,25.0,Rice Husk Ash (RHA),Rice Husk,"Burnt under guided or enclosed place, ground, and sieved",Sieved through 600 ?m sieve,,mechanical,,,,,,,,Grinding,,,,,,,,,,10.0,7.0,12.01
