paper_id,Paper Title,Mix ID,Replacement Level,Activation Method,Key Processing Parameters,Reported Strength
14,Investigation of recycled powder as supplementary cementitious material,Na2SO4-3,30% (Recycled powder),1.5% Na2SO4 by mass of RP,w/b = 0.5,See Na2SO4-3 trends in Fig. 13
14,Investigation of recycled powder as supplementary cementitious material,Na2SO4-4,30% (Recycled powder),2.0% Na2SO4 by mass of RP,w/b = 0.5,See Na2SO4-4 trends in Fig. 13
14,Investigation of recycled powder as supplementary cementitious material,TGA-CT,0%,,"Paste mix (Cement: 200g, Water: 100g)",
14,Investigation of recycled powder as supplementary cementitious material,TGA-RP,30% (Recycled powder),,"Paste mix (Cement: 140g, RP: 60g, Water: 100g)",
14,Investigation of recycled powder as supplementary cementitious material,NaOH-0-NRP,0%,,Control for activation comparison,See Fig. 15
14,Investigation of recycled powder as supplementary cementitious material,NaOH-1-NRP,0%,0.5% NaOH by mass of 30% cement,Control for activation comparison,See Fig. 15
14,Investigation of recycled powder as supplementary cementitious material,CaO-0-NRP,0%,,Control for activation comparison,See Fig. 16
14,Investigation of recycled powder as supplementary cementitious material,CaO-3-NRP,0%,9% CaO by mass of 30% cement,Control for activation comparison,See Fig. 16
15,Thermal Performance of Concrete with Recycled Concrete Powder as Partial Cement Replacement and Recycled CDW Aggregate,NAC,0%,,Target workability S2,42.8 ± 1.1 MPa
15,Thermal Performance of Concrete with Recycled Concrete Powder as Partial Cement Replacement and Recycled CDW Aggregate,N10/0 (also reported as R10/0),10%,,"Target workability S2, Max GRC size 147 um",34.8 ± 1.4 MPa
15,Thermal Performance of Concrete with Recycled Concrete Powder as Partial Cement Replacement and Recycled CDW Aggregate,N25/0 (also reported as R25/0),25%,,"Target workability S2, Max GRC size 147 um",26.5 ± 0.9 MPa
15,Thermal Performance of Concrete with Recycled Concrete Powder as Partial Cement Replacement and Recycled CDW Aggregate,R0/50,0%,,"Target workability S2, 50% MRA",28.5 ± 1.2 MPa
15,Thermal Performance of Concrete with Recycled Concrete Powder as Partial Cement Replacement and Recycled CDW Aggregate,R10/50,10%,,"Target workability S2, 50% MRA, Max GRC size 147 um",26.9 ± 1.4 MPa
15,Thermal Performance of Concrete with Recycled Concrete Powder as Partial Cement Replacement and Recycled CDW Aggregate,R25/50,25%,,"Target workability S2, 50% MRA, Max GRC size 147 um",18.3 ± 0.9 MPa
16,Mechanical behaviour of structural concrete with ground recycled concrete cement and mixed recycled aggregate,NAC,0%,,,46.6 ± 1.2 MPa
16,Mechanical behaviour of structural concrete with ground recycled concrete cement and mixed recycled aggregate,N10/0,10%,,Ball-grinding for 2 h at 60 rpm,37.8 ± 1.4 MPa
16,Mechanical behaviour of structural concrete with ground recycled concrete cement and mixed recycled aggregate,N25/0,25%,,Ball-grinding for 2 h at 60 rpm,27.7 ± 0.9 MPa
16,Mechanical behaviour of structural concrete with ground recycled concrete cement and mixed recycled aggregate,R0/50,0%,,,34.8 ± 1.2 MPa
16,Mechanical behaviour of structural concrete with ground recycled concrete cement and mixed recycled aggregate,R10/50,10%,,Ball-grinding for 2 h at 60 rpm,32.8 ± 1.4 MPa
16,Mechanical behaviour of structural concrete with ground recycled concrete cement and mixed recycled aggregate,R25/50,25%,,Ball-grinding for 2 h at 60 rpm,23.3 ± 0.9 MPa
17,Mortars with thermo activated recycled cement: Fresh and mechanical characterisation,MA0,0,,"Control mix, w/b = 0.50",65.1
17,Mortars with thermo activated recycled cement: Fresh and mechanical characterisation,MA20,20,Thermal,"Coarse Powder (CP), Activated at 700 °C, w/b = 0.50",59.7
17,Mortars with thermo activated recycled cement: Fresh and mechanical characterisation,MA50,50,Thermal,"Coarse Powder (CP), Activated at 700 °C, w/b = 0.56",47.1
17,Mortars with thermo activated recycled cement: Fresh and mechanical characterisation,MA100,100,Thermal,"Coarse Powder (CP), Activated at 700 °C, w/b = 0.67",23.1
17,Mortars with thermo activated recycled cement: Fresh and mechanical characterisation,MB0,0,,"Control mix, w/b = 0.67",44.2
17,Mortars with thermo activated recycled cement: Fresh and mechanical characterisation,NT20,20,,"Non-treated RC filler, w/b = 0.50",48.4
17,Mortars with thermo activated recycled cement: Fresh and mechanical characterisation,MC0,0,,"Control mix, w/b = 0.58",51.3
17,Mortars with thermo activated recycled cement: Fresh and mechanical characterisation,MC20,20,Thermal,"Coarse Powder (CP), Activated at 700 °C, w/b = 0.58",45.6
17,Mortars with thermo activated recycled cement: Fresh and mechanical characterisation,MC50,50,Thermal,"Coarse Powder (CP), Activated at 700 °C, w/b = 0.58",39.7
17,Mortars with thermo activated recycled cement: Fresh and mechanical characterisation,MC100,100,Thermal,"Coarse Powder (CP), Activated at 700 °C, w/b = 0.58, 1% SP",27.1
17,Mortars with thermo activated recycled cement: Fresh and mechanical characterisation,MD0,0,,"Control mix, w/b = 0.40, 0.4% SP",76.5
17,Mortars with thermo activated recycled cement: Fresh and mechanical characterisation,MD20,20,Thermal,"Coarse Powder (CP), Activated at 700 °C, w/b = 0.40, 1.3% SP",74.9
17,Mortars with thermo activated recycled cement: Fresh and mechanical characterisation,MD50,50,Thermal,"Coarse Powder (CP), Activated at 700 °C, w/b = 0.40, 2% SP",66.9
17,Mortars with thermo activated recycled cement: Fresh and mechanical characterisation,MFP400,100,Thermal,"Fine Powder (FP), Activated at 400 °C, w/b = 0.70",1.2
17,Mortars with thermo activated recycled cement: Fresh and mechanical characterisation,MFP500,100,Thermal,"Fine Powder (FP), Activated at 500 °C, w/b = 0.70",9.3
17,Mortars with thermo activated recycled cement: Fresh and mechanical characterisation,MFP600,100,Thermal,"Fine Powder (FP), Activated at 600 °C, w/b = 0.70",21.6
17,Mortars with thermo activated recycled cement: Fresh and mechanical characterisation,MFP700,100,Thermal,"Fine Powder (FP), Activated at 700 °C, w/b = 0.72",15.9
17,Mortars with thermo activated recycled cement: Fresh and mechanical characterisation,MFP800,100,Thermal,"Fine Powder (FP), Activated at 800 °C, w/b = 0.76",26.4
17,Mortars with thermo activated recycled cement: Fresh and mechanical characterisation,MFP900,100,Thermal,"Fine Powder (FP), Activated at 900 °C, w/b = 0.77",24.6
18,Strength enhancement of artificial aggregate prepared with waste concrete powder and its impact on concrete properties,S1,0%,,"Coarse aggregate: Natural aggregate (1114 kg/m³), W/C = 0.5","3d: 26.9 MPa
7d: 38.8 MPa
28d: 43.5 MPa"
18,Strength enhancement of artificial aggregate prepared with waste concrete powder and its impact on concrete properties,S2,100% coarse aggregate replacement,"Chemical activation within WCPA pellet structure (10% Cement, 20% Slag, 3% Ca(OH)2) + CO2 Curing","Coarse aggregate: C10G20CH3 aggregate (723 kg/m³), W/C = 0.5","3d: 14.9 MPa
7d: 19.8 MPa
28d: 27.8 MPa"
18,Strength enhancement of artificial aggregate prepared with waste concrete powder and its impact on concrete properties,S3,100% coarse aggregate replacement,"Chemical activation within WCPA pellet structure (20% Cement, 20% Slag, 3% Ca(OH)2) + CO2 Curing","Coarse aggregate: C20G20CH3 aggregate (758 kg/m³), W/C = 0.5","3d: 16.6 MPa
7d: 21.4 MPa
28d: 31.8 MPa"
18,Strength enhancement of artificial aggregate prepared with waste concrete powder and its impact on concrete properties,S4,100% coarse aggregate replacement,,"Coarse aggregate: Ceramsite (231 kg/m³), W/C = 0.5","3d: 11.4 MPa
7d: 13.6 MPa
28d: 15.8 MPa"
19,Use of concrete fine fraction waste as a replacement of Portland cement,Mortar RC1-15%,15%,,"Comminuted, retained sieve #200 (0.074 mm)",
19,Use of concrete fine fraction waste as a replacement of Portland cement,Mortar RC1-25%,25%,,"Comminuted, retained sieve #200 (0.074 mm)",
19,Use of concrete fine fraction waste as a replacement of Portland cement,Mortar RC1-50%,50%,,"Comminuted, retained sieve #200 (0.074 mm)",
19,Use of concrete fine fraction waste as a replacement of Portland cement,Mortar RC2-15%,15%,,"Comminuted, retained sieve #325 (0.044 mm)",~32 MPa (28-day)  *(Graph-derived)
19,Use of concrete fine fraction waste as a replacement of Portland cement,Mortar RC2-25%,25%,,"Comminuted, retained sieve #325 (0.044 mm)",~28 MPa (28-day)  *(Graph-derived)
19,Use of concrete fine fraction waste as a replacement of Portland cement,Mortar RC2-50%,50%,,"Comminuted, retained sieve #325 (0.044 mm)",
19,Use of concrete fine fraction waste as a replacement of Portland cement,Mortar RC3-15%,15%,,"Comminuted, passed sieve #325 (bottom)",~31 MPa (28-day)  *(Graph-derived)
19,Use of concrete fine fraction waste as a replacement of Portland cement,Mortar RC3-25%,25%,,"Comminuted, passed sieve #325 (bottom)",~25.5 MPa (28-day)  *(Graph-derived)
19,Use of concrete fine fraction waste as a replacement of Portland cement,Mortar RC4-15%,15%,,"Comminuted, passed sieve #100 (sum blend)",~27 MPa (7d); ~34 MPa (28d); ~33.5 MPa (91d)  *(Graph-derived)
19,Use of concrete fine fraction waste as a replacement of Portland cement,Mortar RC4-25%,25%,,"Comminuted, passed sieve #100 (sum blend)",~24.8 MPa (7d); ~29 MPa (28d); ~32 MPa (91d)  *(Graph-derived)
19,Use of concrete fine fraction waste as a replacement of Portland cement,Mortar RC4-50%,50%,,"Comminuted, passed sieve #100 (sum blend)",~10.5 MPa (7d); ~15.8 MPa (28d); ~16.5 MPa (91d)  *(Graph-derived)
19,Use of concrete fine fraction waste as a replacement of Portland cement,Concrete-0% (REF),0%,,Control reference concrete mix,~40 MPa (28d); ~45.5 MPa (91d)  *(Graph-derived)
19,Use of concrete fine fraction waste as a replacement of Portland cement,Concrete RC4-15%,15%,,"Comminuted, passed sieve #100",~34.5 MPa (28d); ~38.2 MPa (91d)  *(Graph-derived)
19,Use of concrete fine fraction waste as a replacement of Portland cement,Concrete RC4-25%,25%,,"Comminuted, passed sieve #100",~31.5 MPa (28d); ~36.5 MPa (91d)  *(Graph-derived)
20,"Surface characterization of carbonated recycled concrete fines and its effect on the rheology, hydration and strength development of cement paste",PC,0%,,w/b = 0.4,
20,"Surface characterization of carbonated recycled concrete fines and its effect on the rheology, hydration and strength development of cement paste",R1,30% RP,,w/b = 0.4,
20,"Surface characterization of carbonated recycled concrete fines and its effect on the rheology, hydration and strength development of cement paste",C1,30% CRP,Carbonation,"Chamber at 20±2°C, 70±5% RH, 20±3% CO2, 0.1 MPa, 12 days; w/b = 0.4",
20,"Surface characterization of carbonated recycled concrete fines and its effect on the rheology, hydration and strength development of cement paste",R2,40% RP,,w/b = 0.4,
20,"Surface characterization of carbonated recycled concrete fines and its effect on the rheology, hydration and strength development of cement paste",C2,40% CRP,Carbonation,"Chamber at 20±2°C, 70±5% RH, 20±3% CO2, 0.1 MPa, 12 days; w/b = 0.4",
21,Study on Properties of Waste Concrete Powder by Thermal Treatment and Application in Mortar,E-0,0%,,Reference Mortar,"Compressive: 29.41 MPa (3d), 46.82 MPa (7d), 55.34 MPa (28d)
Flexural: 5.44 MPa (3d), 7.27 MPa (7d), 8.79 MPa (28d)"
21,Study on Properties of Waste Concrete Powder by Thermal Treatment and Application in Mortar,E-1,30%,Thermal Treatment: 0 °C,Heated for 3 h,"Compressive: 17.68 MPa (3d), 25.16 MPa (7d), 41.91 MPa (28d)
Flexural: 3.58 MPa (3d), 4.43 MPa (7d), 4.63 MPa (28d)"
21,Study on Properties of Waste Concrete Powder by Thermal Treatment and Application in Mortar,E-2,30%,Thermal Treatment: 200 °C,Heated for 3 h,"Compressive: 14.34 MPa (3d), 26.20 MPa (7d), 38.98 MPa (28d)
Flexural: 3.33 MPa (3d), 5.72 MPa (7d), 6.18 MPa (28d)"
21,Study on Properties of Waste Concrete Powder by Thermal Treatment and Application in Mortar,E-3,30%,Thermal Treatment: 400 °C,Heated for 3 h,"Compressive: 14.97 MPa (3d), 29.92 MPa (7d), 42.64 MPa (28d)
Flexural: 3.66 MPa (3d), 6.52 MPa (7d), 7.06 MPa (28d)"
21,Study on Properties of Waste Concrete Powder by Thermal Treatment and Application in Mortar,E-4,30%,Thermal Treatment: 600 °C,Heated for 3 h,"Compressive: 16.68 MPa (3d), 23.16 MPa (7d), 39.82 MPa (28d)
Flexural: 3.81 MPa (3d), 5.15 MPa (7d), 5.89 MPa (28d)"
21,Study on Properties of Waste Concrete Powder by Thermal Treatment and Application in Mortar,E-5,30%,Thermal Treatment: 700 °C,Heated for 3 h,"Compressive: 23.71 MPa (3d), 33.43 MPa (7d), 47.71 MPa (28d)
Flexural: 4.91 MPa (3d), 6.42 MPa (7d), 6.83 MPa (28d)"
21,Study on Properties of Waste Concrete Powder by Thermal Treatment and Application in Mortar,E-6,30%,Thermal Treatment: 800 °C,Heated for 3 h,"Compressive: 17.53 MPa (3d), 28.44 MPa (7d), 36.98 MPa (28d)
Flexural: 3.96 MPa (3d), 5.36 MPa (7d), 6.23 MPa (28d)"
22,The utilization of eco-friendly recycled powder from concrete and brick waste in new concrete: A critical review,RCP concrete (w/b=0.35),0%,Mechanical Grinding,w/b = 0.35,65.96 MPa
22,The utilization of eco-friendly recycled powder from concrete and brick waste in new concrete: A critical review,RCP concrete (w/b=0.35),10%,Mechanical Grinding,w/b = 0.35,60.69 MPa
22,The utilization of eco-friendly recycled powder from concrete and brick waste in new concrete: A critical review,RCP concrete (w/b=0.35),20%,Mechanical Grinding,w/b = 0.35,59.19 MPa
22,The utilization of eco-friendly recycled powder from concrete and brick waste in new concrete: A critical review,RCP concrete (w/b=0.35),30%,Mechanical Grinding,w/b = 0.35,56.18 MPa
22,The utilization of eco-friendly recycled powder from concrete and brick waste in new concrete: A critical review,RCP concrete (w/b=0.35),40%,Mechanical Grinding,w/b = 0.35,45.64 MPa
22,The utilization of eco-friendly recycled powder from concrete and brick waste in new concrete: A critical review,RCP concrete (w/b=0.40),0%,Mechanical Grinding,w/b = 0.40,61.68 MPa
22,The utilization of eco-friendly recycled powder from concrete and brick waste in new concrete: A critical review,RCP concrete (w/b=0.40),10%,Mechanical Grinding,w/b = 0.40,58.32 MPa
22,The utilization of eco-friendly recycled powder from concrete and brick waste in new concrete: A critical review,RCP concrete (w/b=0.40),20%,Mechanical Grinding,w/b = 0.40,49.44 MPa
22,The utilization of eco-friendly recycled powder from concrete and brick waste in new concrete: A critical review,RCP concrete (w/b=0.40),30%,Mechanical Grinding,w/b = 0.40,38.88 MPa
22,The utilization of eco-friendly recycled powder from concrete and brick waste in new concrete: A critical review,RCP concrete (w/b=0.40),40%,Mechanical Grinding,w/b = 0.40,38.40 MPa
22,The utilization of eco-friendly recycled powder from concrete and brick waste in new concrete: A critical review,RCP concrete (w/b=0.54),0%,Mechanical Grinding,w/b = 0.54,38.1 MPa
22,The utilization of eco-friendly recycled powder from concrete and brick waste in new concrete: A critical review,RCP concrete (w/b=0.54),10%,Mechanical Grinding,w/b = 0.54,43.2 MPa
22,The utilization of eco-friendly recycled powder from concrete and brick waste in new concrete: A critical review,RCP concrete (w/b=0.54),20%,Mechanical Grinding,w/b = 0.54,32.6 MPa
22,The utilization of eco-friendly recycled powder from concrete and brick waste in new concrete: A critical review,RCP concrete (w/b=0.54),30%,Mechanical Grinding,w/b = 0.54,31.3 MPa
22,The utilization of eco-friendly recycled powder from concrete and brick waste in new concrete: A critical review,RCP concrete (w/b=0.61),0%,Mechanical Grinding,w/b = 0.61,33.5 MPa
22,The utilization of eco-friendly recycled powder from concrete and brick waste in new concrete: A critical review,RCP concrete (w/b=0.61),10%,Mechanical Grinding,w/b = 0.61,33.7 MPa
22,The utilization of eco-friendly recycled powder from concrete and brick waste in new concrete: A critical review,RCP concrete (w/b=0.61),20%,Mechanical Grinding,w/b = 0.61,27.1 MPa
22,The utilization of eco-friendly recycled powder from concrete and brick waste in new concrete: A critical review,RCP concrete (w/b=0.61),30%,Mechanical Grinding,w/b = 0.61,22.0 MPa
22,The utilization of eco-friendly recycled powder from concrete and brick waste in new concrete: A critical review,RCP-RBP concrete (w/b=0.40),0%,Mechanical Grinding,w/b = 0.40,48.2 MPa
22,The utilization of eco-friendly recycled powder from concrete and brick waste in new concrete: A critical review,RCP-RBP concrete (w/b=0.40),15%,Mechanical Grinding,w/b = 0.40,47.1 MPa
22,The utilization of eco-friendly recycled powder from concrete and brick waste in new concrete: A critical review,RCP-RBP concrete (w/b=0.40),30%,Mechanical Grinding,w/b = 0.40,44.4 MPa
22,The utilization of eco-friendly recycled powder from concrete and brick waste in new concrete: A critical review,RCP-RBP concrete (w/b=0.40),45%,Mechanical Grinding,w/b = 0.40,38.1 MPa
22,The utilization of eco-friendly recycled powder from concrete and brick waste in new concrete: A critical review,RCP-RBP concrete (w/b=0.50),0%,Mechanical Grinding,w/b = 0.50,34.8 MPa
22,The utilization of eco-friendly recycled powder from concrete and brick waste in new concrete: A critical review,RCP-RBP concrete (w/b=0.50),15%,Mechanical Grinding,w/b = 0.50,36.9 MPa
22,The utilization of eco-friendly recycled powder from concrete and brick waste in new concrete: A critical review,RCP-RBP concrete (w/b=0.50),30%,Mechanical Grinding,w/b = 0.50,34.0 MPa
22,The utilization of eco-friendly recycled powder from concrete and brick waste in new concrete: A critical review,RCP-RBP concrete (w/b=0.50),45%,Mechanical Grinding,w/b = 0.50,26.1 MPa
23,Wet-milling disposal of autoclaved aerated concrete demolition waste - A comparison with classical supplementary cementitious materials,WA30,30%,Mechanical activation via wet-milling,Ground in water environment at 3000 r/min for 120 min (D50 = 2.33 μm),1d: ~31 MPa; 3d: ~50.5 MPa; 7d: ~54.5 MPa; 28d: ~64.5 MPa (Graph-derived)
